v1094,комментируй,comment,combine,connect,come on,communicate,discuss,,как в русском,КОММЕНТируй,,
v1095,сортируй,sort,flirt,filter,soak,change,collect,,как в русском,СОРТируй,,
v1096,организуй,organize,organ,organisation,reorganize,organic,organism,,как в русском,ОРГАНИЗуй,,
v1097,резервируй,reserve,preserve,reservation,deserve,present,booking,,как в русском,РЕЗЕРВируй,,
v1098,продюсируй,produce,producer,production,realize,money,proceed,,как в русском,ПРОДЮСируй,,
v1099,арендуй,rent,render,appart,home,repeat,rental,,как в русском,аРЕНДуй,,
v1100,продолжи,continue,go,move,continued,continuous,continuation,v1100,продолжают двигаться..,ПРОДОЛЖАЮТ двигаться КОНТИНЕнты,,
v1101,открой,open,push,close,cover,pull,press,v1101,в магазине написано: открыто - ...,в магазине написано: ОТКРЫТО - OPEN,,
v1102,закрой,close,closing,clothe,cover,closed,open,v1102,в магазине написано: закрыто - ...,в магазине написано: ЗАКРЫТО - CLOSEd,,
v1103,начни,start,begun,continue,beginning,cancel,finish,v1103,начинает на..,НАЧИНАЕТ на СТАРТе,,
v1104,учись,study,learn,teach,practice,remember,know,v1104,кто учится в универе?,СТУДент УЧИТСЯ в универе,,
v1105,закончи,finish,and,start,end,begin,final,v1105,"начни на старте,закончи на...",ЗАКОНЧИ на ФИНИШе,,
v1106,повтори,repeat,play,repeating,repair,practice,randomize,v1106,повторяют на..,ПОВТОРЯЮТ на РЕПЕТиции,,
v1107,смешай,mix,smell,confused,confusing,play,pull,v1107,чем смешал фрукты?,СМЕШАЛ фрукты МИКСером,,
v1108,расслабься,relax,rest,relaxation,relaxed,rolex,vacation,,как в русском,РАсЛАбься,,
v1109,работай,work,employee,sink,job,worker,employed,v1109,"он работает,а голуби...","он РАБОТАЕТ,а голуби ВОРКуют",,
v1110,чисти,clean,vape,clin,tube,chest,up,v1110,что врачи чистят?,врачи ЧИСТЯТ полиКЛИНику,,
v1111,играй (в),play,game,table,joy,enjoy,work,v1111,играет в какую приставку?,ИГРАЕТ в PLAY station,,
v1112,готовь,cook,food,eat,boil,fry,eating,v1112,что готовит?,"ГОТОВИТ КУКси,КУКурузу",,
v1113,кури,smoke,cigar,drink,burn,fire,cigarette,v1113,курит в..,КУРИТ в СМОКинге,,
v1114,читай,read,book,write,hear,touch,red,v1114,читает красную книгу...,ЧИТАЕТ красную (RED) книгу,,
v1115,кушай,eat,it,food,easy,fast,drink,v1115,какую пиццу кушает?,КУШАЕТ ИТальянскую пиццу,,
v1116,сломай,break,broke,broken,ruined,boil,bone,v1116,ломает танец,ЛОМАЕТ танец BREAK dance,,
v1117,пой,sing,song,chanson,sang,thin,think,v1117,Киркоров поёт: цвет настроения...,Киркоров ПОЁТ: цвет настроения СИНий,,
v1118,начни,begin,starting,started,begun,began,comment,v1118,что начинает делать?,НАЧИНАЕТ бежать (БЕГИ!),,
v1119,строй,build,stay,stand,stood,built,building,v1119,строит тело,"СТРОИТ тело,бодиБИЛДинг",,
v1120,пей,drink,thirsty,eat,drank,foot,cocktail,v1120,"когда пьёт,звуки питья...","когда ПЬЁТ,звуки: ДРЫНК-ДРЫНК",,
v1121,делай,do,will,made,did,have,to,,как в русском,ДелайУ,,
v1122,шпионь,spy,agent,spider,special,fly,spine,v1122,где шпионит?,ШПИОНИТ в СПА-салоне,,
v1162,импровизируй,improvise,impress,invent,inflate,inform,message,,как в русском,ИМПРОВИЗируй,,
v1123,флиртуй,flirt,stare,tease,filter,film,attract,,как в русском,ФЛИРТуй,,
v1124,хлопай,clap,crash,clip,squish,sharp,click,,как в русском,ХЛОПай,,
v1125,медитируй,meditate,yoga,medium,pose,practice,meditation,,как в русском,МЕДИТируй,,
v1126,анонсируй,announce,add,commerce,ad,announcement,announced,,как в русском,АНОНСируй,,
v1127,паникуй,panic,attack,pan,panical,panicle,boil,,как в русском,ПАНИКуй,,
v1128,инвестируй,invest,interest,investment,investing,intensive,investigation,,как в русском,ИНВЕСТируй,,
v1129,маршируй,march,run,may,april,go,walk,,как в русском,МАРШируй,,
v1130,прогрессируй,progress,progression,program,progressing,regress,progressively,,как в русском,ПРОГРЕССируй,,
v1131,блефуй,bluff,speak,tell,lie,say,sell,,как в русском,БЛЕФуй,,
v1132,реагируй,react,reacted,reacting,reaction,overreacting,irritated,,как в русском,РЕАГируй,,
v1133,стой,stand,sit,stay,stand up,sat,sit down,v1133,стоит рекламный..,СТОИТ рекламный СТЕНД,,
v1134,спи,sleep,lie,lay,slip,slice,night,v1134,"спит,потому что глаза..","СПИТ,потому что глаза СЛИПлись",,
v1135,лети,fly,run,float,jump,get,flight,v1135,что летит к доске?,ФЛомАстер ЛЕТИТ к доске,,
v1136,сиди,sit,stop,stand,run,go,get,,как в русском,СИдеТь,,
v1137,плыви,swim,slang,swimming,swap,pool,slip,v1137,кто плавает?,СВИнья ПЛАВАЕТ,,
v1138,беги,run,walk,go,get,ran,rang,v1138,какой волк бежит?,РАНенный волк БЕЖИТ,,
v1139,скажи,say,pronounce,talk,speak,speech,discuss,v1139,когда скажет?,СКАЖЕТ СЕЙчас,,
v1140,приходи,come,get,drive,walking,go,fly,v1140,приходи к..,ПРИХОДИ КО МнЕ,,
v1141,разговаривай,speak,say,tell,inform,discuss,communicate,,ты разговариваешь по англ? Do you...,ты РАЗГОВАРИВАЕШЬ по англ? Do you SPEAK English?,,
v1142,подумай,think,remember,understand,see,realize,go,v1142,думает о каком море?,ДУМАЕТ о СИНеньКом море,,
v1143,живи,live,living,life,alive,die,dead,v1143,живут в каких странах?,ЖИВУТ в ЛИВане и ЛИВии,,
v1144,прыгни,jump,run,get,walk,go,move,v1144,прыгает на каком авто?,ПРЫГАЕТ на ДЖиПе в ДЖУнглях,,
v1145,поплачь,cry,tear,stress,dry,wet,sad,v1145,плачет в Краснодарском..,ПЛАЧЕТ в Краснодарском КРАЙе,,
v1146,путешествуй,travel,journey,trip,adventure,advantage,traveler,v1146,где путешествуют муравьи?,муравьи ПУТЕШЕСТВУЮТ в ТРАВЕ,,
v1147,отдохни,rest,relax,rolex,rasp,holiday,vacation,v1147,где отдыхает?,ОТДЫХАЕТ в РЕСТоране,,
v1148,умри,die,dead,death,kill,murder,died,v1148,умри или деньги от...,УМРИ или деньги отДАЙ,,
v1149,снег (идёт),snow,rain,snowy,show,fog,go,v1149,Снежная доска..,СНЕжная доска SNOW board,,
v1150,взгляни,look,seed,watch,see,eyes,open,v1150,"взгляни не на чеснок,а на ...","ВЗГЛЯНИ не на чеснок,а на ЛУК",,
v1151,иди,go,run,do,fly,travel,swim,,"давай пойдем,let's..","давай ПОЙДЕМ,let's GO",,
v1153,улыбайся,smile,laugh,happy,face,love,make,v1153,кто в телефоне улыбается?,в телефоне УЛЫБАЕТСЯ - СМАЙЛик,,
v1154,поверни,turn,over,clue,take,round,around,v1154,на чем поворачивается?,ПОВОРАЧИВАЕТСЯ на ТУРНике,,
v1155,болтай,talk,say,tell,speech,communicate,message,v1155,кто с кем болтает?,БОЛТАЕТ ТОКарь с ТОКсистом,,
v1156,выйди замуж (за),marry,wife,husband,wedding,flowers,baby,v1156,кто вышел замуж за Сашу?,МАРИя ВЫШЛА ЗАМУЖ за Сашу,,
v1074,знай,know,understand,no,see,have,remember,,нет = знай,нет (NO) = знай (kNOw),,
v1031,люби,love,like,amor,need,want,adore,v1031,я люблю тебя - ...,я ЛЮБЛЮ тебя - I LOVE you,,
v1032,хочу,want,desire,need,have,love,mean,v1032,хочет не этот торт а…,"ХОЧЕТ не этот торт,а ВОН Тот",,
v1064,имей,have,need,to,is,are,am,v1064,что имеет на кухне?,на кухне ИМЕЕТ ХАВчик,,
v1157,будь,be,become,am,begin,is,bee,,как в русском,БЫть,,
v1159,находись,be,separate,situation,citation,bee,nut,,"находиться,т.е..","НАХОДИТЬСЯ,т.е. БЫть",,
v1048,нравится,like,good,loved,leak,lick,lease,v1048,что нравится на ногтях?,НРАВИТСЯ на ногтях ЛАК,,
v1158,нужно,need,want,have,would like,has,needle,,как в русском,НужДа,,
v1152,выгляжу,look,seem,feel,taste,see,sound,v1150,чеснок выглядит как..,чеснок ВЫГЛЯДИТ как ЛУК,,
v1071,почувствуй себя,feel,look,full,file,film,sound,v1071,кто чувствует ревность?,ФИЛлип ЧУВСТВУЕТ ревность,,
v1160,езжай,go,run,do,fly,travel,swim,,"давай поедем,let's..","давай ПОЕДЕМ,let's GO",,
v1161,ешь,eat,it,food,easy,fast,drink,v1115,какую пиццу ест?,ЕСТ ИТальянскую пиццу,,
v1163,могу,can,must,made,make,want,need,v1163,может прыгать..,МОЖЕТ прыгать КЕНгуру,,
v1164,должен,must,can,would,should,could,hate,v1164,кто должен тренироваться?,ДОЛЖЕН тренироваться МАСТер,,
v2147,останься,stay,stop,send,leave,struggle,resign,,как в русском,оСТАться,,
v2048,кажись,seem,look,damage,cherish,convince,same,v2048,"кажется,это Гомер..","КАЖЕТСЯ,это Гомер СИМпсон",,
v2058,пахни,smell,stale,stink,parfume,perfume,small,v2058,от дерева пахнет чем?,от дерева ПАХНЕТ СМОЛой,,
v2163,звучи,sound,seem,loud,sing,noise,song,v2163,что звучит?,ЗВУЧИТ СУНДук,,
v2001,имей дело,deal,business,mind,delo,delete,have,,как в русском,имей ДЕЛо,,
v2002,держи (физически),hold,fix,block,pull,lock,press,v2002,что держит?,ДЕРЖИТ ХОЛоДильник,,
v2003,веди (лидируй),lead,show,driver,follow,leash,vote,v2003,кто ведет людей?,ЛИДЕР ВЕДЕТ людей,,
v2004,оставь,leave,lay,leaf,stay,left,right,v1143,оставили людей из..,ОСТАВИЛИ людей из ЛИВана и ЛИВии,,
v2005,имею в виду,mean,mind,have,explain,think up,litter,v2005,кто имеет в виду?,МИНистр ИМЕЕТ В ВИДУ,,
v2006,держи (храни),keep,sin,blink,held,hand,bargain,v2006,что держит (хранит)?,ДЕРЖИТ (ХРАНИТ) КИПяток,,
v2008,покорми,feed,food,eat,give,dare,choke,v2008,кто кормит?,КОРМИТ ФИТнес тренер,,
v2009,дай имя,name,give,take,announce,say,bark,,"дает имя,т.е..","ДАЕТ ИМЯ,т.е. НАИМенует",,
v2010,звякни,ring,bark,told,sink,gossip,negotiate,v2010,на телефоне звякает что?,РИНГтон ЗВЯКАЕТ,,
v2011,бей,beat,bite,damage,hit,hurt,kill,,как в русском,БИТь,,
v2012,укуси,bite,beat,mouth,tongue,canine,vampire,v2012,что кусает?,КУСАЕТ БАТинок,,
v2013,спрячь,hide,seek,show,bite,look,seed,v2013,в чем прячется?,ПРЯЧЕТСЯ в ХИДжабе,,
v2014,стань,become,got,stand,sit,stop,stay,v2014,стал заключенным и сфотали..,СТАЛ заключенным и сфотали БОКОМ,,
v2015,стреляй,shoot,suffer,bullet,kill,choke,bend,v2015,кто стреляет?,ШУТ СТРЕЛЯЕТ,,
v2016,прости,forgive,confess,forget,wonder,forger,afford,v2016,за какое настроение прощает?,ПРОЩАЕТ за ФИГОВое настроение,,
v2017,получи,get,prove,take,give,guide,enter,v2017,что получил?,ПОЛУЧИЛ ГИТару,,
v2018,лови,catch,give,take,hold,get,have,v2018,что ловит?,ЛОВИТ КЕТЧуп,,
v2019,заморозь,freeze,snowflake,cold,cool,fridge,frozen,v2019,заморозили картошку..,ЗАМОРОЗИЛИ картошку ФРИ,,
v2020,выбери,choose,take,chose,choice,chosen,peak,v2020,что выбрал?,ВЫБРАЛ ЧИЗбургер,,
v2021,забудь,forget,sorry,forbide,kill,forgive,memory,v2021,что забыл на парковке?,ЗАБЫЛ на парковке ФУРГОН,,
v2022,проснись,wake,open,raise,rise,sleep,get up,v2022,проснись т.е. открой свои...,"ПРОСНИСЬ,т.е. открывай свои ВЕКи",,
v2023,принеси,bring,buy,get,take,put,push,,как в русском,БРИНеси,,
v2024,рви,tear,destroy,bite,hurt,break,ruin,v2024,кто барана рвет?,ТЕРанозавр РВЕТ барана,,
v2025,бросай (физически),throw,spear,lance,quite,along,bring,v2025,бросает пиджак с..,БРОСАЕТ пидажк С РУбашкой,,
v2026,ошибайся,mistake,hit,fail,fall,crush,bed,v2026,ошибается ученый когда верит в..,ОШИБАЕТСЯ ученый когда верит в МИСТИКу,,
v2027,рисуй,draw,erase,imagine,picture,pencil,drawing,v2027,что рисует карандашом?,РИСУЕТ карандашом ДРОкона,,
v2028,услышь,hear,observe,listening,ear,sound,near,v2028,как дедушка слышит?,дедушка СЛЫШИТ ХЕРово,,
v2029,потеряй,lose,bet,drop,find,lost,plug,v2029,где потеряла?,ПОТЕРЯЛА в ЛУЖе,,
v2030,найди,find,pray,prove,distract,serve,found,v2030,что нашел?,НАШЕЛ ФАНТу,,
v2031,сделай больно,hurt,bite,beat,hit,bit,kick,v2031,горячее делает больно,горячее (HOT) ДЕЛАЕТ БОЛЬНО,,
v2032,ударь,hit,desire,beat,bite,kick,scratch,v2032,какая песня ударяет в голову?,песня ХИТ УДАРЯЕТ в голову,,
v2033,подходят (по размеру),fit,size,get,style,went,go,v2033,подходит для города хонда...,хонда ФИТ ПОДХОДИТ для города,,
v2034,побеждай,win,lose,won,invade,enter,wine,v2034,кто победил пятачка?,ВИНни пух ПОБЕДИЛ пятачка,,
v2035,повесь,hang,drop,put,pull,adopt,drown,v2035,кто вешает носки?,носки ВЕШАЕТ ХАН,,
v2036,заставь,make,let,afford,share,change,drop,v2036,что заставляют делать?,ЗАСТАВЛЯЮТ делать МЕЙК ап,,
v2037,сто́ят,cost,price,revenue,income,coin,prize,v2037,что стоит дорого?,дорого СТОИТ КОСТюм,,
v2038,поспорь (сделай ставку),bet,stretch,arguing,arguement,cell,adjust,v2038,на кого спорит?,СПОРИТ на БЭТмена,,
v2039,меняй,change,approach,approve,charge,order,erase,v2039,кто поменял историю?,ПОМЕНЯЛ историю ЧИНГиз хан,,
v2040,уважай,respect,return,honored,rely,value,estimate,v2040,кого уважают?,УВАЖАЮТ РЕСПЕКТабельных,,
v2007,прислонись,lean,blink,lie,lay,whistle,sink,v2007,кто прислоняется?,ЛЕНивый ПРИСЛОНЯЕТСЯ,,
v2041,общайся,communicate,speak,tell,say,talk,message,v2041,общаются через интернет - ...,ОБЩАЮТСЯ через интернет - КОММУНИКАЦии,,
v2042,ответь,answer,respond,issue,say,ask,question,v2042,кто отвечает?,ОТВЕЧАЕТ АНаСтАсия,,
v2043,подари,present,take,free,give,represent,sell,v2043,где дарит?,ДАРИТ на ПРЕЗЕНТации,,
v2044,обсуждай,discuss,conversation,argue,tell,speak,talk,v2044,"обсуждают,т.е. ведут..","ОБСУЖДАЮТ,т.е. ведут ДИСКУССию",,
v2045,управляй,manage,delay,manipulation,ruler,restrict,confuse,v2045,кто управляет в компании?,УПРАВЛЯЕТ в компании МЕНЕДЖер,,
v2046,пинай,kick,sick,feet,hit,beat,bite,v2046,"бокс,в котором пинают,- ...","Бокс,в котором ПИНАЮТ,- КИК боксинг",,
v2047,толкай,push,press,cut,pull,touch,move,v2047,что толкает?,ТОЛКАЕТ ПУШ-ку,,
v2049,ограничивай,limit,contribute,dedicate,whisper,deliver,border,,"ограничивай,т.е. ставь...","ОГРАНИЧИВАЙ,т.е. ставь ЛИМИТы",,
v2050,докажи,prove,improve,say,pray,approve,direct,v2050,"доказывает не ложь,а..","ДОКАЗЫВАЕТ не ложь,а ПРАВдУ",,
v2051,одевай,dress,clothes,wearing,wear,dressed,clothing,v2051,кого одевает?,ОДЕВАЕТ ДРЕССировщика,,
v2052,обещай,promise,say,forgive,forget,word,tell,v2052,обещает держать спину..,ОБЕЩАЕТ держать ПРЯМО,,
v2117,сомневайся (в),doubt,bully,carry,avoid,think,mind,v2117,из-за чего сомневается?,СОМНЕВАЕТСЯ из-за ДАТы,,
v2053,обратись,address,say,inform,litter,letter,mail,v2053,обращается по...,ОБРАЩАЕТСЯ по АДРЕСу,,
v2054,аплодируй,applaud,brave,clapping,make noise,invite,plug,,как в русском,АПЛОДируй,,
v2055,сравни,compare,threaten,interrupt,propose,handle,avenge,v2055,что сравнивает?,СРАВНИВАЕТ КОМПЬютЕРы,,
v2056,мечтай,dream,sleep,exaggerate,think,pray,inspire,v2056,мечтает хорошенько...,МЕЧТАЕТ хорошенько взДРЕМнуть,,
v2057,защищай,protect,defense,control,hold,hire,suit,v2057,от чего защищает?,ЗАЩИЩАЕТ от ПРОТЕчКи,,
v2059,привлекай,attract,distract,extract,track,join,approach,v2059,что привлекает детей?,детей ПРИВЛЕКАЮТ АТТРАКЦионы,,
v2060,предложи,offer,say,show,impress,include,surround,v2060,кто предлагает лохотрон?,лохотрон ПРЕДЛАГАЕТ ОФЕРист,,
v2061,присоединяйся (к),join,close,take,connected,come,united,v2061,кто присоединяется?,ПРИСОЕДИНЯЕТСЯ ДЖОНни Депп,,
v2062,продвигай,promote,move,up,remove,commerce,get,v2062,"продвигающая акция,т.е..","ПРОДВИГАЮЩАЯ акция,т.е. ПРОМО акция",,
v2063,обслужи,serve,rest,set,put,lay,lie,v2063,"отличное обслуживание,т.е..","отличное ОБСЛУЖИВАНИЕ,т.е. СЕРВИС",,
v2064,смотри (ТВ),watch,seem,see,look,show,claim,v2064,смотрит ТВ в каком разрешении?,СМОТРИТ тв В ОЧень хорошем разрешении,,
v2065,следуй (за),follow,fleet,sacrifice,go,heal,step,v2065,следует за какой машиной?,СЛЕДУЕТ ЗА ФОЛьксвАгеном,,
v2066,соглашайся,agree,improve,prove,argue,bet,claim,v2066,кто соглашается?,СОГЛАШАЕТСЯ АГРОном,,
v2067,спорь (с кем-то),argue,agree,curse,worry,blame,crush,v2067,чем спорят?,СПОРЯТ АРГУментами,,
v2068,волнуйся,worry,nerve,nerd,terrible,nervous,doubt,v2068,кто волнуется?,ВОЛНУЮТСЯ ВОРЫ,,
v2069,обними,hug,take,hold,keep,kiss,kneel,v2069,кто хочет обняться?,хочет ОБНЯТЬСЯ ХАГи ваги,,
v2070,жди,wait,attend,spit,second,weight,waste,v2070,что ждет парусник?,парусник ЖДЁТ ВЕТер,,
v2071,запиши (на аппаратуру),record,write,full,film,take,rewrite,v2071,что записывает?,ЗАПИСЫВАЕТ РЕКОРД,,
v2072,посети,visit,get,go,wise,run,walk,,"посетить,т.е. нанести...","ПОСЕТИТЬ,т.е. нанести ВИЗИТ",,
v2073,ненавидь,hate,harm,harass,abuse,hurt,hit,v2073,"ненавидят свой дом,т.е.","НЕНАВИДЯТ свой дом,т.е. ХАТу",,
